ticket_id,ticket_text,issue_type,urgency_level,product,processed_text,text_length
621,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in blue?",General Inquiry,High,FitRun Treadmill,tell fitrun treadmill warranty also available blue,88
622,Can't log in to my account. Keeps showing reset required. Help!,Unknown,Medium,RoboChef Blender,cant log account keep showing reset required help,63
623,Login not working.,Account Access,Medium,RoboChef Blender,login working,18
624,Payment issue for my SmartWatch V2. I was charged twice for order #15770.,Billing Problem,Medium,SmartWatch V2,payment issue smartwatch v charged twice order,73
625,"Can you tell me more about teh  warranty? Also, is it available in white?",General Inquiry,High,EcoBreeze AC,tell teh warranty also available white,73
626,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Low,SmartWatch V2,cant log account keep showing reset required help,63
627,Order #11910 for RoboChef Blender is 6 days late. Ordered on 21 April.,Late Delivery,Medium,RoboChef Blender,order robochef blender day late ordered april,70
628,I ordered EcoBreeze AC but got Vision LED TV instead. My order number is #56460.,Wrong Item,Unknown,EcoBreeze AC,ordered ecobreeze ac got vision led tv instead order number,80
629,,Wrong Item,Unknown,SmartWatch V2,,0
630,Order #10394 for  is 3 days late. Ordered on 05 March.,Unknown,Low,RoboChef Blender,order day late ordered march,54
631,Order #27626 fr RoboChef Blender is 7 days late. Ordered on 29 April.,Late Delivery,Low,RoboChef Blender,order fr robochef blender day late ordered april,69
632,Facing installation issue with . Setup fails at step 2.,Installation Issue,High,PowerMax Battery,facing installation issue setup fails step,55
633,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Unknown,SmartWatch V2,cant log account keep showing captcha failed help,63
634,Payment issue for my PhotoSnap Cam. I was debited incorrectly for order #43008.,Billing Problem,Medium,PhotoSnap Cam,payment issue photosnap cam debited incorrectly order,79
635,Facing installation issue with UltraClean Vacuum. Setup fails at step 1.,Installation Issue,Low,UltraClean Vacuum,facing installation issue ultraclean vacuum setup fails step,72
636,"Can you tell me more about the  warranty? Also, is it available in black?",Unknown,High,PhotoSnap Cam,tell warranty also available black,73
637,Order #82251 for  is 7 days late. Ordered on 29 March.,Late Delivery,Medium,SmartWatch V2,order day late ordered march,54
638,RoboChef Blender is damaged. It stopped working after just 10 days.,Product Defect,Low,RoboChef Blender,robochef blender damaged stopped working day,67
639,Is this item in stock?,General Inquiry,Low,PowerMax Battery,item stock,22
640,Facing installation issue with EcoBreeze AC. Setup fails at step 6.,Installation Issue,Medium,EcoBreeze AC,facing installation issue ecobreeze ac setup fails step,67
641,Can't log in to my account. Keeps showing error. Help! Delivery expected by 15 March.,Account Access,Low,EcoBreeze AC,cant log account keep showing error help delivery expected march,85
642,FitRun Treadmill is error. It stopped working after just 4 days.,Product Defect,Medium,FitRun Treadmill,fitrun treadmill error stopped working day,64
643,"Can you tell me more about the  warranty? Also, is it available in black?",General Inquiry,Low,RoboChef Blender,tell warranty also available black,73
644,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Low,RoboChef Blender,cant log account keep showing blocked help,56
645,Payment problem for order #61582. Need urgent help.,Billing Problem,Low,SmartWatch V2,payment problem order need urgent help,51
646,Payment issue for my UltraClean Vacuum. I was not refunded for order #20155.,Billing Problem,High,UltraClean Vacuum,payment issue ultraclean vacuum refunded order,76
647,Facing installation issue with ProTab X1. Setup fails at step 6.,Installation Issue,Medium,ProTab X1,facing installation issue protab x setup fails step,64
648,I ordered UltraClean Vacuum but got SmartWatch V2 instead. My order number is #69961.,Wrong Item,Medium,UltraClean Vacuum,ordered ultraclean vacuum got smartwatch v instead order number,85
649,,General Inquiry,Medium,FitRun Treadmill,,0
650,SoundWave 300 is not received. It stopped working after just 12 days.,Product Defect,High,SoundWave 300,soundwave received stopped working day,69
651,"Facing installation issue with PowerMax Battery. Setup fails at step 5. Also, I contacted support on 20 April but got no response.",Installation Issue,High,PowerMax Battery,facing installation issue powermax battery setup fails step also contacted support april got response,130
652,"Can you tell me more about the  warranty? Also, is it available in white?",General Inquiry,Low,PowerMax Battery,tell warranty also available white,73
653,ProTab X1 is defective. It stopped working after just 9 days.,Product Defect,Low,ProTab X1,protab x defective stopped working day,61
654,,Late Delivery,Low,Vision LED TV,,0
655,I ordered  but got UltraClean Vacuum instead. My order number is #36490.,Wrong Item,Medium,PowerMax Battery,ordered got ultraclean vacuum instead order number,72
656,EcoBreeze AC is stuck. It stopped working after just 7 days.,Product Defect,Medium,EcoBreeze AC,ecobreeze ac stuck stopped working day,60
657,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Low,SoundWave 300,cant log account keep showing reset required help,63
658,Payment issue fr mi SmartWatch V2. I was underbilled fr order #14552.,Billing Problem,Medium,SmartWatch V2,payment issue fr mi smartwatch v underbilled fr order,69
659,I ordered PowerMax Battery but got FitRun Treadmill instead. My order number is #62040.,Wrong Item,High,PowerMax Battery,ordered powermax battery got fitrun treadmill instead order number,87
660,Facing installation issue wit RoboChef Blender. Setup fails at step 3.,Installation Issue,High,RoboChef Blender,facing installation issue wit robochef blender setup fails step,70
661,"Can you tell me more about the Vision LED TV warranty? Also, is it available in white?",General Inquiry,High,Vision LED TV,tell vision led tv warranty also available white,86
662,Can't log in to my account. Keeps showing reset required. Help!,Account Access,Medium,SoundWave 300,cant log account keep showing reset required help,63
663,Order #20912 for UltraClean Vacuum is 10 days late. Ordered on 11 March.,Late Delivery,Low,UltraClean Vacuum,order ultraclean vacuum day late ordered march,72
664,,Late Delivery,Medium,PowerMax Battery,,0
665,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,SmartWatch V2,cant log account keep showing captcha failed help,63
666,Can't log in to my account. Keeps showing unknown issue. Help!,Account Access,Medium,FitRun Treadmill,cant log account keep showing unknown issue help,62
667,"Order #91902 for EcoBreeze AC is 4 days late. Ordered on 25 April. Also, I contacted support on 25 April but got no response.",Late Delivery,Low,EcoBreeze AC,order ecobreeze ac day late ordered april also contacted support april got response,125
668,I ordered  but got EcoBreeze AC instead. My order number is #46778.,Wrong Item,Medium,SoundWave 300,ordered got ecobreeze ac instead order number,67
669,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Low,ProTab X1,cant log account keep showing blocked help,56
670,PhotoSnap Cam is late. It stopped working after just 5 days.,Product Defect,High,PhotoSnap Cam,photosnap cam late stopped working day,60
671,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in black?",General Inquiry,High,FitRun Treadmill,tell fitrun treadmill warranty also available black,89
672,Both my SoundWave 300 and Vision LED TV are glitchy. Both giving issues.,Product Defect,Low,SoundWave 300,soundwave vision led tv glitchy giving issue,72
673,Facing installation issue with . Setup fails at step 4.,Unknown,High,UltraClean Vacuum,facing installation issue setup fails step,55
674,Payment problem for order #33229. Need urgent help.,Billing Problem,High,EcoBreeze AC,payment problem order need urgent help,51
675,,Billing Problem,Medium,RoboChef Blender,,0
676,Facing installation issue with RoboChef Blender. Setup fails at step 4.,Installation Issue,High,RoboChef Blender,facing installation issue robochef blender setup fails step,71
677,Facing installation issue with Vision LED TV. Setup fails at step 3.,Installation Issue,Low,Vision LED TV,facing installation issue vision led tv setup fails step,68
678,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,PowerMax Battery,cant log account keep showing reset required help,63
679,Facing installation issue with ProTab X1. Setup fails at step 5.,Installation Issue,Low,ProTab X1,facing installation issue protab x setup fails step,64
680,Payment issue for my . I was debited incorrectly for order #15563. Delivery expected by 30 March.,Unknown,Low,Vision LED TV,payment issue debited incorrectly order delivery expected march,97
681,Payment issue for my ProTab X1. I was debited incorrectly for order #15474.,Billing Problem,Medium,ProTab X1,payment issue protab x debited incorrectly order,75
682,Payment issue for my FitRun Treadmill. I was underbilled for order #83111.,Billing Problem,High,FitRun Treadmill,payment issue fitrun treadmill underbilled order,74
683,,Billing Problem,High,EcoBreeze AC,,0
684,I ordered Vision LED TV but got PhotoSnap Cam instead. My order number is #82389. Delivery expected by 13 April.,Wrong Item,Low,Vision LED TV,ordered vision led tv got photosnap cam instead order number delivery expected april,112
685,I ordered RoboChef Blender but got EcoBreeze AC instead. My order number is #43384.,Wrong Item,Low,RoboChef Blender,ordered robochef blender got ecobreeze ac instead order number,83
686,I ordered  but got PhotoSnap Cam instead. My order number is #57437.,Wrong Item,Low,FitRun Treadmill,ordered got photosnap cam instead order number,68
687,Facing installation issue wit . Setup fails at step 3.,Installation Issue,Low,PowerMax Battery,facing installation issue wit setup fails step,54
688,Payment issue for my RoboChef Blender. I was underbilled for order #87420.,Billing Problem,High,RoboChef Blender,payment issue robochef blender underbilled order,74
689,"Order #78255 for PhotoSnap Cam is 8 days late. Ordered on 16 April. Also, I contacted support on 16 April but got no response.",Late Delivery,High,PhotoSnap Cam,order photosnap cam day late ordered april also contacted support april got response,126
690,,Late Delivery,Medium,SmartWatch V2,,0
691,I ordered RoboChef Blender but got FitRun Treadmill instead. My order number is #18640. Delivery expected by 27 April.,Wrong Item,Low,RoboChef Blender,ordered robochef blender got fitrun treadmill instead order number delivery expected april,118
692,Can't log in to my account. Keeps showing error. Help!,Account Access,Low,ProTab X1,cant log account keep showing error help,54
693,Payment problem for order #79572. Need urgent help.,Billing Problem,Medium,UltraClean Vacuum,payment problem order need urgent help,51
694,,General Inquiry,Medium,PowerMax Battery,,0
695,"RoboChef Blender is cracked. It stopped working after just 7 days. Also, I contacted support on 24 March but got no response.",Product Defect,High,RoboChef Blender,robochef blender cracked stopped working day also contacted support march got response,125
696,FitRun Treadmill is broken. It stopped working after just 10 days.,Product Defect,Medium,FitRun Treadmill,fitrun treadmill broken stopped working day,66
697,Payment issue fr mi EcoBreeze AC. I was charged twice fr order #16054.,Billing Problem,High,EcoBreeze AC,payment issue fr mi ecobreeze ac charged twice fr order,70
698,"Payment issue fr mi PowerMax Battery. I was overbilled fr order #13069. Also, I contacted support on 07 May but got no response.",Unknown,Medium,PowerMax Battery,payment issue fr mi powermax battery overbilled fr order also contacted support may got response,128
699,Can't log in to mi account. Keeps showing unknown issue. Help!,Account Access,Low,Vision LED TV,cant log mi account keep showing unknown issue help,62
700,Can't log in to mi account. Keeps showing blocked. Help! Delivery expected by 16 March.,Account Access,Low,UltraClean Vacuum,cant log mi account keep showing blocked help delivery expected march,87
701,Payment issue for my EcoBreeze AC. I was not refunded for order #42496.,Unknown,Medium,EcoBreeze AC,payment issue ecobreeze ac refunded order,71
702,"I ordered EcoBreeze AC but got RoboChef Blender instead. My order number is #99452. Also, I contacted support on 01 April but got no response.",Wrong Item,High,EcoBreeze AC,ordered ecobreeze ac got robochef blender instead order number also contacted support april got response,142
703,Payment problem fr order #74061. Need urgent help.,Billing Problem,High,RoboChef Blender,payment problem fr order need urgent help,50
704,Payment issue fr mi EcoBreeze AC. I was charged twice fr order #89561.,Billing Problem,Medium,EcoBreeze AC,payment issue fr mi ecobreeze ac charged twice fr order,70
705,,Product Defect,High,SmartWatch V2,,0
706,I ordered ProTab X1 but got FitRun Treadmill instead. My order number is #82036.,Wrong Item,Medium,ProTab X1,ordered protab x got fitrun treadmill instead order number,80
707,,Late Delivery,High,RoboChef Blender,,0
708," is damaged. It stopped working after just 3 days. Also, I contacted support on 22 March but got no response.",Unknown,Low,SoundWave 300,damaged stopped working day also contacted support march got response,109
709,"Can you tell me more about teh SoundWave 300 warranty? Also, is it available in white?",General Inquiry,Medium,SoundWave 300,tell teh soundwave warranty also available white,86
710,"Payment issue for my . I was not refunded for order #27748. Also, I contacted support on 29 March but got no response.",Billing Problem,Medium,ProTab X1,payment issue refunded order also contacted support march got response,118
711,Order #59424 for FitRun Treadmill is 2 days late. Ordered on 07 March.,Late Delivery,Medium,FitRun Treadmill,order fitrun treadmill day late ordered march,70
712,Order #47003 for SoundWave 300 is 17 days late. Ordered on 28 April.,Unknown,High,SoundWave 300,order soundwave day late ordered april,68
713,"I ordered PowerMax Battery but got ProTab X1 instead. My order number is #76262. Also, I contacted support on 24 March but got no response. Delivery expected by 24 March.",Wrong Item,High,PowerMax Battery,ordered powermax battery got protab x instead order number also contacted support march got response delivery expected march,170
714,"Can you tell me more about the EcoBreeze AC warranty? Also, is it available in red?",General Inquiry,Low,EcoBreeze AC,tell ecobreeze ac warranty also available red,83
715,FitRun Treadmill is not received. It stopped working after just 1 days.,Product Defect,High,FitRun Treadmill,fitrun treadmill received stopped working day,71
716,"Can you tell me more about the Vision LED TV warranty? Also, is it available in red? Also, I contacted support on 04 April but got no response. Delivery expected by 04 April.",Unknown,Low,Vision LED TV,tell vision led tv warranty also available red also contacted support april got response delivery expected april,174
717,Facing installation issue with UltraClean Vacuum. Setup fails at step 6.,Installation Issue,Medium,UltraClean Vacuum,facing installation issue ultraclean vacuum setup fails step,72
718,Not able to install my product.,Installation Issue,Medium,SmartWatch V2,able install product,31
719,"Payment problem for order #50747. Need urgent help. Also, I contacted support on 29 March but got no response.",Billing Problem,High,UltraClean Vacuum,payment problem order need urgent help also contacted support march got response,110
720,I ordered PowerMax Battery but got ProTab X1 instead. My order number is #54668.,Wrong Item,High,PowerMax Battery,ordered powermax battery got protab x instead order number,80
721,Order #82260 for  is 18 days late. Ordered on 29 April.,Late Delivery,Medium,PhotoSnap Cam,order day late ordered april,55
722,Payment issue for my FitRun Treadmill. I was underbilled for order #65952.,Billing Problem,Low,FitRun Treadmill,payment issue fitrun treadmill underbilled order,74
723,I ordered Vision LED TV but got UltraClean Vacuum instead. My order number is #80743.,Unknown,High,Vision LED TV,ordered vision led tv got ultraclean vacuum instead order number,85
724,"Facing installation issue with . Setup fails at step 1. Also, I contacted support on 28 March but got no response.",Installation Issue,High,PowerMax Battery,facing installation issue setup fails step also contacted support march got response,114
725,Order #15998 for  is 1 days late. Ordered on 15 April.,Late Delivery,Low,RoboChef Blender,order day late ordered april,54
726,PowerMax Battery is lost. It stopped working after just 8 days.,Product Defect,Medium,PowerMax Battery,powermax battery lost stopped working day,63
727,Order #12312 placed on 31 March still not here.,Late Delivery,Unknown,EcoBreeze AC,order placed march still,47
728,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,High,PhotoSnap Cam,cant log account keep showing captcha failed help,63
729,SoundWave 300 is broken. It stopped working after just 1 days.,Product Defect,Unknown,SoundWave 300,soundwave broken stopped working day,62
730,Order #86215 fr  is 16 days late. Ordered on 21 April.,Late Delivery,Unknown,FitRun Treadmill,order fr day late ordered april,54
731,SoundWave 300 is wrong item. It stopped working after just 6 days.,Product Defect,Medium,SoundWave 300,soundwave wrong item stopped working day,66
732,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in black?",General Inquiry,High,PhotoSnap Cam,tell photosnap cam warranty also available black,86
733,"Can't log in to my account. Keeps showing reset required. Help! Also, I contacted support on 12 May but got no response.",Unknown,Medium,FitRun Treadmill,cant log account keep showing reset required help also contacted support may got response,120
734,"Payment issue for my ProTab X1. I was charged twice for order #86412. Also, I contacted support on 17 March but got no response.",Billing Problem,High,ProTab X1,payment issue protab x charged twice order also contacted support march got response,128
735,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in black? Delivery expected by 17 March.",General Inquiry,Medium,FitRun Treadmill,tell fitrun treadmill warranty also available black delivery expected march,120
736,Login not working.,Account Access,Medium,RoboChef Blender,login working,18
737,Account problem. Assistance needed.,Account Access,Medium,SoundWave 300,account problem assistance needed,35
738,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in black?",General Inquiry,High,RoboChef Blender,tell robochef blender warranty also available black,89
739,"Payment problem for order #95121. Need urgent help. Also, I contacted support on 24 March but got no response.",Unknown,High,PhotoSnap Cam,payment problem order need urgent help also contacted support march got response,110
740,"Can you tell me more about the PowerMax Battery warranty? Also, is it available in blue? Also, I contacted support on 09 March but got no response.",General Inquiry,High,PowerMax Battery,tell powermax battery warranty also available blue also contacted support march got response,147
741,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in white?",General Inquiry,Medium,PhotoSnap Cam,tell photosnap cam warranty also available white,86
742,I ordered UltraClean Vacuum but got UltraClean Vacuum instead. My order number is #57817.,Wrong Item,Low,UltraClean Vacuum,ordered ultraclean vacuum got ultraclean vacuum instead order number,89
743,Facing installation issue with UltraClean Vacuum. Setup fails at step 4.,Unknown,High,UltraClean Vacuum,facing installation issue ultraclean vacuum setup fails step,72
744,"Received wrong product, order mixed up.",Wrong Item,Medium,ProTab X1,received wrong product order mixed,39
745,"I ordered PhotoSnap Cam but got PhotoSnap Cam instead. My order number is #37817. Also, I contacted support on 25 April but got no response.",Wrong Item,Low,PhotoSnap Cam,ordered photosnap cam got photosnap cam instead order number also contacted support april got response,140
746,Can't log in to my account. Keeps showing error. Help!,Account Access,Low,PhotoSnap Cam,cant log account keep showing error help,54
747,"Can't access my account. Also, I contacted support on 19 March but got no response.",Account Access,High,ProTab X1,cant access account also contacted support march got response,83
748,Can't log in to my account. Keeps showing reset required. Help! Delivery expected by 18 April.,Account Access,Low,SmartWatch V2,cant log account keep showing reset required help delivery expected april,94
749,Order #98425 for  is 2 days late. Ordered on 22 March.,Late Delivery,High,PhotoSnap Cam,order day late ordered march,54
750,Both my SmartWatch V2 and PowerMax Battery are broken. Both giving issues. Delivery expected by 04 April.,Unknown,High,SmartWatch V2,smartwatch v powermax battery broken giving issue delivery expected april,105
751,Product info needed.,General Inquiry,High,SoundWave 300,product info needed,20
752,Can't log in to my account. Keeps showing blocked. Help!,Account Access,High,RoboChef Blender,cant log account keep showing blocked help,56
753,,Late Delivery,High,PhotoSnap Cam,,0
754, is late. It stopped working after just 8 days.,Product Defect,Low,Vision LED TV,late stopped working day,47
755,I ordered PhotoSnap Cam but got SoundWave 300 instead. My order number is #68656.,Wrong Item,Low,PhotoSnap Cam,ordered photosnap cam got soundwave instead order number,81
756,"Received wrong product, order mixed up. Also, I contacted support on 03 May but got no response.",Wrong Item,Medium,UltraClean Vacuum,received wrong product order mixed also contacted support may got response,96
757,I ordered SoundWave 300 but got ProTab X1 instead. My order number is #55952.,Unknown,High,SoundWave 300,ordered soundwave got protab x instead order number,77
758,Facing installation issue with . Setup fails at step 2.,Installation Issue,High,EcoBreeze AC,facing installation issue setup fails step,55
759,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Medium,PhotoSnap Cam,cant log account keep showing blocked help,56
760,I ordered RoboChef Blender but got EcoBreeze AC instead. My order number is #12554.,Wrong Item,High,RoboChef Blender,ordered robochef blender got ecobreeze ac instead order number,83
761,Facing installation issue with . Setup fails at step 4.,Installation Issue,Low,ProTab X1,facing installation issue setup fails step,55
762,Payment issue for my PhotoSnap Cam. I was underbilled for order #53013.,Billing Problem,Medium,PhotoSnap Cam,payment issue photosnap cam underbilled order,71
763,Payment issue for my . I was underbilled for order #20888.,Billing Problem,High,PhotoSnap Cam,payment issue underbilled order,58
764,Facing installation issue with PowerMax Battery. Setup fails at step 5.,Installation Issue,Low,PowerMax Battery,facing installation issue powermax battery setup fails step,71
765,Account problem. Assistance needed.,Account Access,High,SmartWatch V2,account problem assistance needed,35
766,I ordered ProTab X1 but got UltraClean Vacuum instead. My order number is #53505.,Wrong Item,High,ProTab X1,ordered protab x got ultraclean vacuum instead order number,81
767,I ordered Vision LED TV but got SoundWave 300 instead. My order number is #38888.,Wrong Item,Medium,Vision LED TV,ordered vision led tv got soundwave instead order number,81
768,"SmartWatch V2 is missing. It stopped working after just 3 days. Also, I contacted support on 27 April but got no response.",Product Defect,High,SmartWatch V2,smartwatch v missing stopped working day also contacted support april got response,122
769,RoboChef Blender is damaged. It stopped working after just 3 days.,Product Defect,High,RoboChef Blender,robochef blender damaged stopped working day,66
770,Payment issue fr mi ProTab X1. I was overbilled fr order #41189. Delivery expected by 19 May.,Billing Problem,Medium,ProTab X1,payment issue fr mi protab x overbilled fr order delivery expected may,93
771,,Account Access,Medium,PhotoSnap Cam,,0
772,Vision LED TV is missing. It stopped working after just 3 days.,Product Defect,High,Vision LED TV,vision led tv missing stopped working day,63
773,Can't log in to my account. Keeps showing error. Help! Delivery expected by 03 March.,Account Access,Low,EcoBreeze AC,cant log account keep showing error help delivery expected march,85
774,Payment issue for my EcoBreeze AC. I was debited incorrectly for order #93842.,Unknown,High,EcoBreeze AC,payment issue ecobreeze ac debited incorrectly order,78
775,Order #91530 fr  is 15 days late. Ordered on 29 April.,Late Delivery,High,SoundWave 300,order fr day late ordered april,54
776,UltraClean Vacuum is charged. It stopped working after just 12 days.,Product Defect,Medium,UltraClean Vacuum,ultraclean vacuum charged stopped working day,68
777,"Can you tell me more about the EcoBreeze AC warranty? Also, is it available in black?",General Inquiry,High,EcoBreeze AC,tell ecobreeze ac warranty also available black,85
778,"Order #21829 for Vision LED TV is 10 days late. Ordered on 08 March. Also, I contacted support on 08 March but got no response.",Unknown,Low,Vision LED TV,order vision led tv day late ordered march also contacted support march got response,127
779,PowerMax Battery is error. It stopped working after just 10 days.,Product Defect,Medium,PowerMax Battery,powermax battery error stopped working day,65
780,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,High,Vision LED TV,tell warranty also available red,71
781,Facing installation issue with PowerMax Battery. Setup fails at step 6.,Installation Issue,High,PowerMax Battery,facing installation issue powermax battery setup fails step,71
782,Facing installation issue with EcoBreeze AC. Setup fails at step 3.,Unknown,Medium,EcoBreeze AC,facing installation issue ecobreeze ac setup fails step,67
783,I ordered SoundWave 300 but got ProTab X1 instead. My order number is #24110.,Wrong Item,High,SoundWave 300,ordered soundwave got protab x instead order number,77
784,"Received wrong product, order mixed up. Also, I contacted support on 04 March but got no response.",Wrong Item,Low,SoundWave 300,received wrong product order mixed also contacted support march got response,98
785,Both my Vision LED TV and PowerMax Battery are error. Both giving issues.,Product Defect,Medium,Vision LED TV,vision led tv powermax battery error giving issue,73
786,"Payment issue for my RoboChef Blender. I was charged twice for order #81485. Also, I contacted support on 03 March but got no response.",Billing Problem,Low,RoboChef Blender,payment issue robochef blender charged twice order also contacted support march got response,135
787,"Can you tell me more about the PowerMax Battery warranty? Also, is it available in blue?",General Inquiry,Low,PowerMax Battery,tell powermax battery warranty also available blue,88
788,"Received wrong product, order mixed up.",Wrong Item,Medium,PhotoSnap Cam,received wrong product order mixed,39
789,I ordered  but got PowerMax Battery instead. My order number is #29985. Delivery expected by 22 April.,Wrong Item,Medium,ProTab X1,ordered got powermax battery instead order number delivery expected april,102
790,I ordered UltraClean Vacuum but got Vision LED TV instead. My order number is #74948.,Wrong Item,High,UltraClean Vacuum,ordered ultraclean vacuum got vision led tv instead order number,85
791,Facing installation issue with . Setup fails at step 2.,Installation Issue,Medium,EcoBreeze AC,facing installation issue setup fails step,55
792,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in red?",Unknown,Medium,FitRun Treadmill,tell fitrun treadmill warranty also available red,87
793,Facing installation issue with EcoBreeze AC. Setup fails at step 5.,Installation Issue,Medium,EcoBreeze AC,facing installation issue ecobreeze ac setup fails step,67
794,"Account problem. Assistance needed. Also, I contacted support on 22 March but got no response.",Account Access,Low,FitRun Treadmill,account problem assistance needed also contacted support march got response,94
795,Payment issue fr mi SoundWave 300. I was not refunded fr order #10237.,Billing Problem,High,SoundWave 300,payment issue fr mi soundwave refunded fr order,70
796,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Unknown,FitRun Treadmill,cant log account keep showing captcha failed help,63
797,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in red?",General Inquiry,High,RoboChef Blender,tell robochef blender warranty also available red,87
798,"UltraClean Vacuum is error. It stopped working after just 6 days. Also, I contacted support on 05 April but got no response.",Product Defect,Medium,UltraClean Vacuum,ultraclean vacuum error stopped working day also contacted support april got response,124
799,Can't access my account.,Account Access,Unknown,UltraClean Vacuum,cant access account,24
800,Facing installation issue with Vision LED TV. Setup fails at step 2.,Installation Issue,Low,Vision LED TV,facing installation issue vision led tv setup fails step,68
801,Facing installation issue with PhotoSnap Cam. Setup fails at step 1. Delivery expected by 15 April.,Installation Issue,Medium,PhotoSnap Cam,facing installation issue photosnap cam setup fails step delivery expected april,99
802,Facing installation issue with Vision LED TV. Setup fails at step 5.,Installation Issue,Low,Vision LED TV,facing installation issue vision led tv setup fails step,68
803,Vision LED TV is charged. It stopped working after just 3 days. Delivery expected by 14 May.,Product Defect,Low,Vision LED TV,vision led tv charged stopped working day delivery expected may,92
804,"I ordered  but got SoundWave 300 instead. My order number is #72697. Also, I contacted support on 08 March but got no response.",Wrong Item,Medium,FitRun Treadmill,ordered got soundwave instead order number also contacted support march got response,127
805,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,Low,Vision LED TV,tell warranty also available red,71
806,Order #98108 for  is 2 days late. Ordered on 02 March.,Late Delivery,Medium,EcoBreeze AC,order day late ordered march,54
807,Facing installation issue with RoboChef Blender. Setup fails at step 2.,Installation Issue,Low,RoboChef Blender,facing installation issue robochef blender setup fails step,71
808,Payment issue for my Vision LED TV. I was charged twice for order #31561.,Billing Problem,High,Vision LED TV,payment issue vision led tv charged twice order,73
809,I ordered UltraClean Vacuum but got ProTab X1 instead. My order number is #43806.,Wrong Item,High,UltraClean Vacuum,ordered ultraclean vacuum got protab x instead order number,81
810,Facing installation issue with ProTab X1. Setup fails at step 4.,Installation Issue,High,ProTab X1,facing installation issue protab x setup fails step,64
811,"Can't log in to my account. Keeps showing captcha failed. Help! Also, I contacted support on 30 March but got no response.",Account Access,Medium,RoboChef Blender,cant log account keep showing captcha failed help also contacted support march got response,122
812,I ordered ProTab X1 but got UltraClean Vacuum instead. My order number is #10769.,Unknown,High,ProTab X1,ordered protab x got ultraclean vacuum instead order number,81
813,"Can't log in to my account. Keeps showing blocked. Help! Also, I contacted support on 29 March but got no response.",Account Access,High,ProTab X1,cant log account keep showing blocked help also contacted support march got response,115
814,I ordered PowerMax Battery but got Vision LED TV instead. My order number is #93575.,Wrong Item,Medium,PowerMax Battery,ordered powermax battery got vision led tv instead order number,84
815,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in blue?",General Inquiry,Medium,FitRun Treadmill,tell fitrun treadmill warranty also available blue,88
816,"Facing installation issue with UltraClean Vacuum. Setup fails at step 5. Also, I contacted support on 09 March but got no response.",Installation Issue,Unknown,UltraClean Vacuum,facing installation issue ultraclean vacuum setup fails step also contacted support march got response,131
817,SoundWave 300 is late. It stopped working after just 1 days.,Product Defect,Low,SoundWave 300,soundwave late stopped working day,60
818,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,EcoBreeze AC,cant log account keep showing reset required help,63
819,"Can you tell me more about the Vision LED TV warranty? Also, is it available in white?",General Inquiry,High,Vision LED TV,tell vision led tv warranty also available white,86
820,"I ordered  but got FitRun Treadmill instead. My order number is #30866. Also, I contacted support on 20 April but got no response.",Unknown,Medium,PowerMax Battery,ordered got fitrun treadmill instead order number also contacted support april got response,130
821,"Can you tell me more about the SoundWave 300 warranty? Also, is it available in black?",General Inquiry,Medium,SoundWave 300,tell soundwave warranty also available black,86
822,SmartWatch V2 is missing. It stopped working after just 2 days.,Unknown,Low,SmartWatch V2,smartwatch v missing stopped working day,63
823,I ordered UltraClean Vacuum but got ProTab X1 instead. My order number is #47597.,Wrong Item,Medium,UltraClean Vacuum,ordered ultraclean vacuum got protab x instead order number,81
824,Facing installation issue with PhotoSnap Cam. Setup fails at step 2.,Installation Issue,High,PhotoSnap Cam,facing installation issue photosnap cam setup fails step,68
825,,Account Access,Low,RoboChef Blender,,0
826,"Not able to install my product. Also, I contacted support on 04 March but got no response.",Installation Issue,Low,RoboChef Blender,able install product also contacted support march got response,90
827,"Can't log in to my account. Keeps showing error. Help! Also, I contacted support on 16 March but got no response.",Account Access,High,PhotoSnap Cam,cant log account keep showing error help also contacted support march got response,113
828,Order #38583 for  is 2 days late. Ordered on 06 April.,Late Delivery,Medium,SmartWatch V2,order day late ordered april,54
